"cim_version",datamodel,object,field,"data_type",description,"possible_values",recommended,deprecated
"4.3.1","Intrusion_Detection","IDS_Attacks","user_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Intrusion_Detection","IDS_Attacks","user_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Intrusion_Detection","IDS_Attacks","vendor_product",string,"The vendor product name of the IDS or IPS system that detected the vulnerability, such as HP Tipping Point. This field can be automatically populated by vendor andproduct fields in your data.",,,
"4.3.1",JVM,Classloading,"current_loaded",number,"The current count of classes loaded in the JVM.",,,
"4.3.1",JVM,Classloading,"total_loaded",number,"The total count of classes loaded in the JVM.",,,
"4.3.1",JVM,Classloading,"total_unloaded",number,"The total count of classes unloaded from the JVM.",,,
"4.3.1",JVM,Compilation,"compilation_time",number,"Time taken by JIT compilation.",,,
"4.3.1",JVM,JVM,"jvm_description",string,"A description field provided in some data sources.",,,
"4.3.1",JVM,JVM,tag,string,"This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.",,,
"4.3.1",JVM,Memory,"heap_committed",number,"Committed amount of heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"heap_initial",number,"Initial amount of heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"heap_max",number,"Maximum amount of heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"heap_used",number,"Heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"non_heap_committed",number,"Committed amount of non-heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"non_heap_initial",number,"Initial amount of non-heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"non_heap_max",number,"Maximum amount of non-heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"non_heap_used",number,"Non-heap memory used by the JVM.",,,
"4.3.1",JVM,Memory,"objects_pending",number,"Number of objects pending in the JVM.",,,
"4.3.1",JVM,OS,"committed_memory",number,"Amount of memory committed to the JVM.",,,
"4.3.1",JVM,OS,"cpu_time",number,"Amount of CPU time taken by the JVM.",,,
"4.3.1",JVM,OS,"free_physical_memory",number,"Amount of free physical memory remaining to the JVM.",,,
"4.3.1",JVM,OS,"free_swap",number,"Amount of free swap memory remaining to the JVM.",,,
"4.3.1",JVM,OS,"max_file_descriptors",number,"Maximum file descriptors available to the JVM.",,,
"4.3.1",JVM,OS,"open_file_descriptors",number,"Number of file descriptors opened by the JVM.",,,
"4.3.1",JVM,OS,os,string,"OS that the JVM is running on.",,,
"4.3.1",JVM,OS,"os_architecture",string,"OS architecture that the JVM is running on.",,,
"4.3.1",JVM,OS,"os_version",string,"OS version that the JVM is running on.",,,
"4.3.1",JVM,OS,"physical_memory",number,"Physical memory available to the OS that the JVM is running on.",,,
"4.3.1",JVM,OS,"swap_space",number,"Swap memory space available to the OS that the JVM is running on.",,,
"4.3.1",JVM,OS,"system_load",number,"System load of the OS that the JVM is running on.",,,
"4.3.1",JVM,OS,"total_processors",number,"Total processor cores available to the OS that the JVM is running on.",,,
"4.3.1",JVM,Runtime,"process_name",string,"Process name of the JVM process.",,,
"4.3.1",JVM,Runtime,"start_time",timestamp,"Start time of the JVM process.",,,
"4.3.1",JVM,Runtime,uptime,int,"Uptime of the JVM process.",,,
"4.3.1",JVM,Runtime,"vendor_product",string,"The JVM product or service. This field can be automatically populated by the the vendor andproduct fields in your raw data.",,,
"4.3.1",JVM,Runtime,version,string,"Version of the JVM.",,,
"4.3.1",JVM,Threading,"cm_enabled",boolean,"Indicates whether thread contention monitoring is enabled.","true, false, 1,0",,
"4.3.1",JVM,Threading,"cm_supported",boolean,"Indicates whether the JVM supports thread contention monitoring.","true, false, 1,0",,
"4.3.1",JVM,Threading,"cpu_time_enabled",boolean,"Indicates whether thread CPU time measurement is enabled.","true, false, 1,0",,
"4.3.1",JVM,Threading,"cpu_time_supported",boolean,"Indicates whether the Java virtual machine supports CPU time measurement for the current thread.","true, false, 1,0",,
"4.3.1",JVM,Threading,"current_cpu_time",number,"CPU-space time taken by the JVM, in seconds.",,,
"4.3.1",JVM,Threading,"current_user_time",number,"User-space time taken by the JVM, in seconds.",,,
"4.3.1",JVM,Threading,"daemon_thread_count",number,"The JVM's current daemon count.",,,
"4.3.1",JVM,Threading,"omu_supported",boolean,"Indicates whether the JVM supports monitoring of object monitor usage.","true, false, 1,0",,
"4.3.1",JVM,Threading,"peak_thread_count",number,"The JVM's peak thread count",,,
"4.3.1",JVM,Threading,"synch_supported",boolean,"Indicates whether the JVM supports monitoring of ownable synchronizer usage.","true, false, 1,0",,
"4.3.1",JVM,Threading,"thread_count",number,"The JVM's current thread count.",,,
"4.3.1",JVM,Threading,"threads_started",number,"The total number of threads started in the JVM.",,,
"4.3.1",Malware,"Malware_Attacks",action,string,"The action taken by the reporting device.","allowed, blocked,deferred, unknown",,
"4.3.1",Malware,"Malware_Attacks",category,string,"The category of the malware event, such as keylogger or ad-supported program. Note: This is a string value. Use acategory_id field for category ID fields that are integer data types (category_id fields are optional, so they are not included in this table).",,,
"4.3.1",Malware,"Malware_Attacks",date,string,"The date of the malware event.",,,
"4.3.1",Malware,"Malware_Attacks",dest,string,"The system that was affected by the malware event. You can alias this from more specific fields, such asdest_host, dest_ip, or dest_name.",,,
"4.3.1",Malware,"Malware_Attacks","dest_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Attacks","dest_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Attacks","dest_nt_domain",string,"The NT domain of the destination, if applicable.",,,
"4.3.1",Malware,"Malware_Attacks","dest_priority",string,"This is a derived field provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. It should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Attacks","dest_requires_av",boolean,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Attacks","file_hash",string,"The hash of the file with suspected malware.",,,
"4.3.1",Malware,"Malware_Attacks","file_name",string,"The name of the file with suspected malware.",,,
"4.3.1",Malware,"Malware_Attacks","file_path",string,"The full file path of the file with suspected malware.",,,
"4.3.1",Malware,"Malware_Attacks",signature,string,"The name of the malware infection detected on the client (the dest), such as Trojan.Vundo, Spyware.Gaobot, and W32.Nimbda. Note: This is a string value. Use asignature_id field for signature ID fields that are integer data types (signature_id fields are optional, so they are not included in this table)",,,
"4.3.1",Malware,"Malware_Attacks",src,string,"The source of the endpoint event, such as a DAT file relay server.You can aliasthis from more specific fields, such assrc_host, src_ip, or src_name.",,,
"4.3.1",Malware,"Malware_Attacks","src_bunit",string,"The business unit of the source.",,,
"4.3.1",Malware,"Malware_Attacks","src_category",string,"The category of the source.",,,
"4.3.1",Malware,"Malware_Attacks","src_priority",string,"The priority of the source.",,,
"4.3.1",Malware,"Malware_Attacks",tag,string,"This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.",,,
"4.3.1",Malware,"Malware_Attacks",user,string,"The user involved in the malware event.",,,
"4.3.1",Malware,"Malware_Attacks","user_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Attacks","user_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Attacks","user_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Attacks","vendor_product",string,"The vendor product name of the endpoint protection system, such asSymantec AntiVirus.",,,
"4.3.1",Malware,"Malware_Operations",dest,string,"The system where the malware operations event occurred.",,,
"4.3.1",Malware,"Malware_Operations","dest_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Operations","dest_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Operations","dest_nt_domain",string,"The NT domain of the dest system, if applicable.",,,
"4.3.1",Malware,"Malware_Operations","dest_priority",string,"This is a derived field provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. It should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Operations","dest_requires_av",boolean,"This is a derived field provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. It should be left blank when writing add-ons.",,,
"4.3.1",Malware,"Malware_Operations","product_version",string,"The product version of the malware operations product.",,,
"4.3.1",Malware,"Malware_Operations","signature_version",string,"The version of the malware signature bundle in a signature update operations event.",,,
"4.3.1",Malware,"Malware_Operations",tag,string,"The tag associated with the maleware operations event.",,,
"4.3.1",Malware,"Malware_Operations","vendor_product",string,"The vendor product name of the malware operations product.",,,
"4.3.1","Network_Resolution",DNS,"additional_answer_count",number,"Number of entries in the ""additional"" section of the DNS message.",,,
"4.3.1","Network_Resolution",DNS,answer,string,"Resolved address for the query.",,,
"4.3.1","Network_Resolution",DNS,"answer_count",number,"Number of entries in the answer section of the DNS message.",,,
"4.3.1","Network_Resolution",DNS,"authority_answer_count",number,"Number of entries in the ""authority"" section of the DNS message.",,,
"4.3.1","Network_Resolution",DNS,dest,string,"The destination of the network resolution event. You can alias this from more specific fields, such as dest_host,dest_ip, or dest_name.",,,
"4.3.1","Network_Resolution",DNS,"dest_category",string,"The category of the network resolution target, such as email_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Resolution",DNS,"dest_port",number,"The destination port number.",,,
"4.3.1","Network_Resolution",DNS,"dest_priority",string,"The priority of the destination, if applicable.",,,
"4.3.1","Network_Resolution",DNS,duration,number,"The time taken by the network resolution event, in seconds.",,,
"4.3.1","Network_Resolution",DNS,"message_type",string,"Type of DNS message.","Query, Response, unknown",,
"4.3.1","Network_Resolution",DNS,query,string,"The domain which needs to be resolved. Applies to messages of type ""Query"".",,,
"4.3.1","Network_Resolution",DNS,"query_count",number,"Number of entries that appear in the ""Questions"" section of the DNS query.",,,
"4.3.1","Network_Resolution",DNS,"query_type",string,"The DNS OpCode name as defined inhttps://tools.ietf.org/html/rfc2929#section-2.2.","Query, IQuery, Status, Notify, Update, unknown",,
"4.3.1","Network_Resolution",DNS,"reply_code",string,"Return code for the response as defined inhttps://tools.ietf.org/html/rfc2929#section-2.3.","NoError, FormErr, ServFail, NXDomain, NotImp, Refused, YXDomain, YXRRSet, NotAuth, NotZone, BADVERS, BADSIG, BADKEY, BADTIME, BADMODE, BADNAME, BADALG, unknown",,
"4.3.1","Network_Resolution",DNS,"reply_code_id",number,"Numerical id of the return code as defined inhttps://tools.ietf.org/html/rfc2929#section-2.3.","0-10, 16-21",,
"4.3.1","Network_Resolution",DNS,"response_time",number,"The amount of time it took to receive a response in the network resolution event, if applicable.",,,
"4.3.1","Network_Resolution",DNS,src,string,"The source of the network resolution event. You can alias this from more specific fields, such as src_host,src_ip, or src_name.",,,
"4.3.1","Network_Resolution",DNS,"src_bunit",string,"The business unit of the source. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Resolution",DNS,"src_category",string,"The category of the source, such asemail_server or SOX-compliant. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Resolution",DNS,"src_port",number,"The port number of the source.",,,
"4.3.1","Network_Resolution",DNS,"src_priority",string,"The priority of the source.",,,
"4.3.1","Network_Resolution",DNS,tag,string,"This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.",,,
"4.3.1","Network_Resolution",DNS,"transaction_id",number,"The unique numerical transaction id of the network resolution event.",,,
"4.3.1","Network_Resolution",DNS,transport,string,"The transport protocol used by the network resolution event.",,,
"4.3.1","Network_Resolution",DNS,ttl,number,"The time-to-live of the network resolution event.",,,
"4.3.1","Network_Resolution",DNS,"vendor_product",string,"The vendor product name of the DNS server. The Splunk platform can derive this field from the fields vendor andproduct in the raw data, if they exist.",,,
"4.3.1","Network_Sessions","All_Sessions",action,string,"The action taken by the reporting device.","added, blocked, unknown",,
"4.3.1","Network_Sessions","All_Sessions","dest_bunit",string,"The business unit of the destination.",,,
"4.3.1","Network_Sessions","All_Sessions","dest_category",string,"The category of the destination.",,,
"4.3.1","Network_Sessions","All_Sessions","dest_ip",string,"The IP address of the system reporting a network session event. If the system is a Dynamic Host Configuration Protocol (DHCP) server, this is the lease IP for that server. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Sessions","All_Sessions","dest_mac",string,"The MAC address of the system reporting a network session event. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Sessions","All_Sessions","dest_nt_host",string,"The name of the Active Directory for the system reporting a network session event, if applicable. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Sessions","All_Sessions","dest_priority",string,"The priority of the destination.",,,
"4.3.1","Network_Sessions","All_Sessions",duration,number,"The amount of time for the completion of the network session event, in seconds.",,,
"4.3.1","Network_Sessions","All_Sessions","response_time",number,"The amount of time it took to receive a response in the network session event, if applicable.",,,
"4.3.1","Network_Sessions","All_Sessions",signature,string,"An indication of the type of network session event.",,,
"4.3.1","Network_Sessions","All_Sessions","src_bunit",string,"The business unit of the source.",,,
"4.3.1","Network_Sessions","All_Sessions","src_category",string,"The category of the source.",,,
"4.3.1","Network_Sessions","All_Sessions","src_dns",string,"The domain name server of the originator of a Dynamic Host Configuration Protocol (DHCP) or DNS event . This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Sessions","All_Sessions","src_ip",string,"The IP address of the originator of a Dynamic Host Configuration Protocol (DHCP) or DNS event. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Sessions","All_Sessions","src_mac",string,"The MAC address of the originator of a Dynamic Host Configuration Protocol (DHCP) or DNS event . This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Sessions","All_Sessions","src_nt_host",string,"The Active Directory name of the originator of a Dynamic Host Configuration Protocol (DHCP) or DNS event . This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1","Network_Sessions","All_Sessions","src_priority",string,"The priority of the source.",,,
"4.3.1","Network_Sessions","All_Sessions",tag,string,"This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.",,,
"4.3.1","Network_Sessions","All_Sessions",user,string,"The user in a network session event, where applicable. For instance, a VPN session or an authenticated DHCP event.",,,
"4.3.1","Network_Sessions","All_Sessions","user_bunit",string,"The business unit associated with the user.",,,
"4.3.1","Network_Sessions","All_Sessions","user_category",string,"The category of the user.",,,
"4.3.1","Network_Sessions","All_Sessions","user_priority",string,"The priority of the user.",,,
"4.3.1","Network_Sessions","All_Sessions","vendor_product",string,"The full name of the Dynamic Host Configuration Protocol (DHCP) or DNS server involved in this event including vendor and product name, such asMicrosoft DHCP or ISC BIND. This field is generated by combining the values of the vendor andproduct fields.",,,
"4.3.1","Network_Sessions",DHCP,"lease_duration",number,"The duration of the Dynamic Host Configuration Protocol (DHCP) lease, in seconds.",,,
"4.3.1","Network_Sessions",DHCP,"lease_scope",string,"The consecutive range of possible IP addresses that the Dynamic Host Configuration Protocol (DHCP) server can lease to clients on a subnet. A lease_scopetypically defines a single physical subnet on your network to which DHCP services are offered.",,,
"4.3.1","Network_Traffic","All_Traffic",action,string,"The action taken by the network device.","allowed, blocked, dropped,unknown",,
"4.3.1","Network_Traffic","All_Traffic",app,string,"The application protocol of the traffic.",,,
"4.3.1","Network_Traffic","All_Traffic",bytes,number,"Total count of bytes handled by this device/interface (bytes_in + bytes_out).",,,
"4.3.1","Network_Traffic","All_Traffic","bytes_in",number,"How many bytes this device/interface received.",,,
"4.3.1","Network_Traffic","All_Traffic","bytes_out",number,"How many bytes this device/interface transmitted.",,,
"4.3.1","Network_Traffic","All_Traffic",channel,number,"The 802.11 channel used by a wireless network.",,,
"4.3.1","Network_Traffic","All_Traffic",dest,string,"The destination of the network traffic (the remote host). You can alias this from more specific fields, such asdest_host, dest_ip, or dest_name.",,,
"4.3.1","Network_Traffic","All_Traffic","dest_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Network_Traffic","All_Traffic","dest_category",string,,,,
"4.3.1","Network_Traffic","All_Traffic","dest_interface",string,"The interface that is listening remotely or receiving packets locally. Can also be referred to as the ""egress interface.""",,,
"4.3.1","Network_Traffic","All_Traffic","dest_ip",string,"The IP address of the destination.",,,
"4.3.1","Network_Traffic","All_Traffic","dest_mac",string,"The destination TCP/IP layer 2 Media Access Control (MAC) address of a packet's destination, such as06:10:9f:eb:8f:14. Note: Always force lower case on this field. Note:Always use colons instead of dashes, spaces, or no separator.",,,
"4.3.1","Network_Traffic","All_Traffic","dest_port",number,"The destination port of the network traffic. Note: Do not translate the values of this field to strings (tcp/80 is 80, nothttp). You can set up the corresponding string value in thedest_svc field.",,,
"4.3.1","Network_Traffic","All_Traffic","dest_priority",string,"The destination priority, if applicable.",,,
"4.3.1","Network_Traffic","All_Traffic","dest_translated_ip",string,"The NATed IPv4 or IPv6 address to which a packet has been sent.",,,
"4.3.1","Network_Traffic","All_Traffic","dest_translated_port",number,"The NATed port to which a packet has been sent.  Note: Do not translate the values of this field to strings (tcp/80 is 80, nothttp).",,,
"4.3.1","Network_Traffic","All_Traffic",direction,string,"The direction the packet is travelling.","inbound, outbound, unknown",,
"4.3.1","Network_Traffic","All_Traffic",duration,number,"The amount of time for the completion of the network event, in seconds.",,,
"4.3.1","Network_Traffic","All_Traffic",dvc,string,"The device that reported the traffic event. You can alias this from more specific fields, such as dvc_host,dvc_ip, or dvc_name.",,,
"4.3.1","Network_Traffic","All_Traffic","dvc_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Network_Traffic","All_Traffic","dvc_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Network_Traffic","All_Traffic","dvc_ip",string,,,,
"4.3.1","Network_Traffic","All_Traffic","dvc_mac",string,,,,
"4.3.1","Network_Traffic","All_Traffic","dvc_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Network_Traffic","All_Traffic","flow_id",string,"Unique identifier for this traffic stream, such as a netflow, jflow, or cflow.",,,
"4.3.1","Network_Traffic","All_Traffic","icmp_code",string,"The RFC 2780 or RFC 4443 human-readable code value of the traffic, such as Destination Unreachable orParameter Problem . See the IMCP Type Numbers and the IMCPv6 Type Numbers.",,,
"4.3.1","Network_Traffic","All_Traffic","icmp_type",number,"The RFC 2780 or RFC 4443 numeric value of the traffic. See the IMCP Type Numbers and the IMCPv6 Type Numbers.","0 to 254",,
"4.3.1","Network_Traffic","All_Traffic",packets,number,"The total count of packets handled by this device/interface (packets_in +packets_out).",,,
"4.3.1","Network_Traffic","All_Traffic","packets_in",number,"The total count of packets received by this device/interface.",,,
"4.3.1","Network_Traffic","All_Traffic","packets_out",number,"The total count of packets transmitted by this device/interface.",,,
"4.3.1","Network_Traffic","All_Traffic",protocol,string,"The OSI layer 3 (network) protocol of the traffic observed, in lower case. For example, ip, appletalk, ipx.",,,
"4.3.1","Network_Traffic","All_Traffic","protocol_version",string,"Version of the OSI layer 3 protocol.",,,
"4.3.1","Network_Traffic","All_Traffic","response_time",number,"The amount of time it took to receive a response in the network event, if applicable.",,,
"4.3.1","Network_Traffic","All_Traffic",rule,string,"The rule which defines the action that was taken in the network event. Note: This is a string value. Use arule_id field for rule fields that are integer data types (rule_id fields are optional, so they are not included in this table).",,,
"4.3.1","Network_Traffic","All_Traffic","session_id",string,"The session identifier. Multiple transactions build a session.",,,
"4.3.1","Network_Traffic","All_Traffic",src,string,"The source of the network traffic (the client requesting the connection). You can alias this from more specific fields, such as src_host, src_ip, orsrc_name.",,,
"4.3.1","Network_Traffic","All_Traffic","src_category",string,"The category of the network traffic source.",,,
"4.3.1","Network_Traffic","All_Traffic","src_interface",string,"The interface that is listening locally or sending packets remotely. Can also be referred to as the ""ingress interface.""",,,
"4.3.1","Network_Traffic","All_Traffic","src_ip",string,"The ip address of the source.",,,
"4.3.1","Network_Traffic","All_Traffic","src_mac",string,"The source TCP/IP layer 2 Media Access Control (MAC) address of a packet's destination, such as06:10:9f:eb:8f:14. Note: Always force lower case on this field. Note:Always use colons instead of dashes, spaces, or no separator.",,,
"4.3.1","Network_Traffic","All_Traffic","src_port",number,"The source port of the network traffic. Note: Do not translate the values of this field to strings (tcp/80 is 80, nothttp). You can set up the corresponding string value in thesrc_svc field.",,,
"4.3.1","Network_Traffic","All_Traffic","src_priority",number,"The priority of the source, if applicable.",,,
"4.3.1","Network_Traffic","All_Traffic","src_translated_ip",string,"The NATed IPv4 or IPv6 address from which a packet has been sent..",,,
"4.3.1","Network_Traffic","All_Traffic","src_translated_port",number,"The NATed port from which a packet has been sent.  Note: Do not translate the values of this field to strings (tcp/80 is 80, nothttp).",,,
"4.3.1","Network_Traffic","All_Traffic",ssid,string,"The 802.11 service set identifier (ssid) assigned to a wireless session.",,,
"4.3.1","Network_Traffic","All_Traffic",tag,string,"The tag associated with the traffic.",,,
"4.3.1","Network_Traffic","All_Traffic","tcp_flag",string,"The TCP flag(s) specified in the event.","Can be one or more of SYN, ACK,FIN, RST, URG, or PSH.",,
"4.3.1","Network_Traffic","All_Traffic",tos,string,"The combination of source and destination IP ToS (type of service) values in the event.",,,
"4.3.1","Network_Traffic","All_Traffic",transport,string,"The OSI layer 4 (transport) protocol of the traffic observed, in lower case.","tcp, udp, unknown",,
"4.3.1","Network_Traffic","All_Traffic",ttl,number,"The ""time to live"" of a packet or diagram.",,,
"4.3.1","Network_Traffic","All_Traffic",user,string,"The user that requested the traffic flow.",,,
"4.3.1","Network_Traffic","All_Traffic","user_bunit",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Network_Traffic","All_Traffic","user_category",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Network_Traffic","All_Traffic","user_priority",string,"These are derived fields provided by Asset and Identity correlation features of certain advanced applications like the Splunk App for Enterprise Security. They should be left blank when writing add-ons.",,,
"4.3.1","Network_Traffic","All_Traffic","vendor_product",string,"The vendor technology of the device generating the network event, such asJuniper or Cisco.",,,
"4.3.1","Network_Traffic","All_Traffic",vlan,string,"The virtual local area network (VLAN) specified in the record.",,,
"4.3.1","Network_Traffic","All_Traffic",wifi,string,"The wireless standard(s) in use, such as802.11a, 802.11b, 802.11g, or802.11n.",,,
"4.3.1",Performance,"All_Performance",dest,string,"The system where the event occurred, usually a facilities resource such as a rack or room. You can alias this from more specific fields, such as dest_host, dest_ip, ordest_name.",,,
"4.3.1",Performance,"All_Performance","dest_bunit",string,"The business unit of the system where the event occurred. This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Performance,"All_Performance","dest_category",string,"The category of the system where the event occurred.  This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Performance,"All_Performance","dest_priority",string,"The priority of the system where the performance event occurred.",,,
"4.3.1",Performance,"All_Performance","dest_should_timesync",boolean,"Indicates whether or not the system where the performance event occurred should time sync.  This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Performance,"All_Performance","dest_should_update",boolean,"Indicates whether or not the system where the performance event occurred should update.  This field is automatically provided by Asset and Identity correlation features of applications like the Splunk App for Enterprise Security.",,,
"4.3.1",Performance,"All_Performance","hypervisor_id",string,"The ID of the virtualization hypervisor.",,,
"4.3.1",Performance,"All_Performance","resource_type",string,"The type of facilities resource involved in the performance event, such as a rack, room, orsystem.",,,
"4.3.1",Performance,"All_Performance",tag,string,"A tag associated with the performance event.",,,
"4.3.1",Performance,CPU,"cpu_load_mhz",number,"The amount of CPU load reported by the controller in megahertz.",,,
"4.3.1",Performance,CPU,"cpu_load_percent",number,"The amount of CPU load reported by the controller in percentage points.",,,
"4.3.1",Performance,CPU,"cpu_time",number,"The number of CPU seconds consumed by processes.",,,
"4.3.1",Performance,CPU,"cpu_user_percent",number,"Percentage of CPU user time consumed by processes.",,,
"4.3.1",Performance,Facilities,"fan_speed",number,"The speed of the cooling fan in the facilities resource, in rotations per second.",,,
"4.3.1",Performance,Facilities,power,number,"Amount of power consumed by the facilities resource, in Kw/h.",,,
"4.3.1",Performance,Facilities,temperature,number,"Average temperature of the facilities resource, in °C.",,,
"4.3.1",Performance,Memory,mem,number,"The total amount of memory capacity reported by the resource, in megabytes.",,,
"4.3.1",Performance,Memory,"mem_committed",number,"The committed amount of memory reported by the resource, in megabytes.",,,
"4.3.1",Performance,Memory,"mem_free",number,"The free amount of memory reported by the resource, in megabytes.",,,
"4.3.1",Performance,Memory,"mem_used",number,"The used amount of memory reported by the resource, in megabytes.",,,
"4.3.1",Performance,Memory,swap,number,"The total swap space size, in megabytes, if applicable.",,,
"4.3.1",Performance,Memory,"swap_free",number,"The free swap space size, in megabytes, if applicable.",,,
"4.3.1",Performance,Memory,"swap_used",number,"The used swap space size, in megabytes, if applicable.",,,
"4.3.1",Performance,Network,thruput,number,"The current throughput reported by the service, in bytes.",,,
"4.3.1",Performance,Network,"thruput_max",number,"The maximum possible throughput reported by the service, in bytes.",,,
"4.3.1",Performance,OS,signature,string,"The event description signature, if available.",,,
"4.3.1",Performance,Storage,array,number,"The array that the resource is a member of, if applicable.",,,
"4.3.1",Performance,Storage,blocksize,number,"Block size used by the storage resource, in kilobytes.",,,
"4.3.1",Performance,Storage,cluster,string,"The cluster that the resource is a member of, if applicable.",,,
"4.3.1",Performance,Storage,"fd_max",number,"The maximum number of available file descriptors.",,,
"4.3.1",Performance,Storage,"fd_used",number,"The current number of open file descriptors.",,,
"4.3.1",Performance,Storage,latency,number,"The latency reported by the resource, in milliseconds.",,,
"4.3.1",Performance,Storage,mount,string,"The mount point of a storage resource.",,,
"4.3.1",Performance,Storage,parent,string,"A generic indicator of hierarchy. For instance, a disk event might include the array id here.",,,
"4.3.1",Performance,Storage,"read_blocks",number,"Number of blocks read.",,,
"4.3.1",Performance,Storage,"read_latency",number,"The latency of read operations, in milliseconds.",,,
"4.3.1",Performance,Storage,"read_ops",number,"Number of read operations.",,,
"4.3.1",Performance,Storage,storage,number,"The total amount of storage capacity reported by the resource, in megabytes.",,,
"4.3.1",Performance,Storage,"storage_free",number,"The free amount of storage capacity reported by the resource, in megabytes.",,,
"4.3.1",Performance,Storage,"storage_free_percent",number,"The percentage of storage capacity reported by the resource that is free.",,,
